Id,body,Score
65122478,"<p>How about</p>
<pre><code>ref={el =&gt; {this[&quot;el&quot;+index] = el}}/&gt;
</code></pre>
",1
65113539,"<p>You could collect the wanted preferences and reorder the preferences by iterating all places.</p>
<p>With <code>preference</code> of</p>
<pre><code>{ 1: 1, 2: 3, 3: 3, 4: 1 }
</code></pre>
<p><code>temp</code> has this content</p>
<pre><code>[
    undefined, /* sparse */
    [
        1,
        4
    ],
    undefined, /* sparse */
    [
        2,
        3
    ]
]
</code></pre>
<p>The following iteration omits spars elements and visits only the two arrays.</p>
<p>And because of the random selection the result is not predictable, but in wanted order.</p>
<p><div class=""snippet"" data-lang=""js"" data-hide=""false"" data-console=""true"" data-babel=""false"">
<div class=""snippet-code"">
<pre class=""snippet-code-js lang-js prettyprint-override""><code>function adjustPreference(preference) {
    let temp = [],
        t = 1;
    
    for (let i = 1; i &lt; 5; i++) {
        (temp[preference[i]] = temp[preference[i]] || []).push(i);
    }
    
    temp.forEach(persons =&gt; {
        while (persons.length) {
            const random = persons.splice(Math.floor(Math.random() * persons.length), 1)[0];
            preference[random] = t++;
        }
    });
    
    return preference;
}

console.log(adjustPreference({ 1: 1, 2: 3, 3: 3, 4: 1 }));</code></pre>
</div>
</div>
</p>
",1
65085847,"<p>Do you use <code>https://github.com/yuhong90/node-google-calendar</code>?</p>
<p>Then insert is already returningn an promise:</p>
<pre><code>var result= async function meet(){
    let link = await calendar.events.insert({
        calendarId: 'primary', 
        conferenceDataVersion: '1', 
        resource: event 
    })
    return link.data.hangoutLink
}
</code></pre>
<p>And please... if you put <code>async</code> infront of it will return you an promise.</p>
<p>Promises are thenable you can use <code>.then()</code> on it to get your result</p>
<pre><code>result().then(res =&gt; {
   console.log(res);
})
</code></pre>
",1
65114825,"<p>You can do this quite simply with <code>Array#reduce</code>.</p>
<p><div class=""snippet"" data-lang=""js"" data-hide=""false"" data-console=""true"" data-babel=""false"">
<div class=""snippet-code"">
<pre class=""snippet-code-js lang-js prettyprint-override""><code>const list=[22,45,63,223,12,56,89];
let evenSum = list.reduce((acc,curr)=&gt;acc + (curr % 2 == 0 ? curr : 0), 0);
console.log('Even sum:', evenSum);
let oddSum = list.reduce((acc,curr)=&gt;acc + (curr % 2 == 1 ? curr : 0), 0);
console.log('Odd sum:', oddSum);</code></pre>
</div>
</div>
</p>
<p>If performance is particularly important, you can calculate both sums with a single <code>reduce</code> operation.</p>
<p><div class=""snippet"" data-lang=""js"" data-hide=""false"" data-console=""true"" data-babel=""false"">
<div class=""snippet-code"">
<pre class=""snippet-code-js lang-js prettyprint-override""><code>const list=[22,45,63,223,12,56,89];
let [evenSum, oddSum] = list.reduce((acc,curr)=&gt;(acc[curr % 2] += curr, acc), [0, 0]);
console.log('Even sum:', evenSum);
console.log('Odd sum:', oddSum);</code></pre>
</div>
</div>
</p>
",1
65163449,"<pre><code>function alternateColors() {
  const ss=SpreadsheetApp.getActive();
  const sh=ss.getActiveSheet();
  const sr=2;
  const rg=sh.getRange(sr,1,sh.getLastRow()-sr+1,sh.getLastColumn());
  let cA=rg.getBackgrounds();
  cA.forEach(function(r,i){
    r.forEach(function(c,j){
      if(i%2==1) {
        cA[i][j]='#d9d9d9';
      }else{
        cA[i][j]='#ffffff';
      }
    });
  });
  rg.setBackgrounds(cA); 
}
</code></pre>
",1
65133882,"<p>you should define <code>allUsers</code> variable out of if block scope and set that data in if block.
try this one in <code>deleteUser.js</code>:</p>
<pre><code>    deleteUser = document.getElementById(&quot;deleteBtn&quot;)
    
    
    deleteUser.addEventListener('click', function() {
            let allUsers;
            const xhr = new XMLHttpRequest();
            xhr.responseType = &quot;json&quot;
        
            xhr.addEventListener(&quot;readystatechange&quot;, function() {
            if(this.readyState === 4) {
                allUsers = this.response;
          
                
              let currentUser = JSON.parse(localStorage.getItem(&quot;currentUser&quot;))
    
                allUsers = allUsers.filter(allUser =&gt; allUser.username !== currentUser.username);
    
            } });
                           
    
            xhr.open(&quot;DELETE&quot;, &quot;http://localhost:2500/deleteProfile&quot;, true);
                
            xhr.setRequestHeader(&quot;Content-Type&quot;, &quot;application/json&quot;);
                
          
            xhr.send(JSON.stringify(allUser));
        })

</code></pre>
",1
65101389,"<p>How about:</p>
<pre><code>form.effects[0].Sleepy = 0;
setForm({...form});
</code></pre>
",1
65111017,"<p>As already explained, your <code>then</code> callback does return <code>void</code> not the result. You're looking for</p>
<pre><code>getDocument(requestId: string, documentId: DocumentID, requestService: IRequestService): Promise&lt;GetDocumentResult&gt; {
  if (this.storageKey in sessionStorage) {
    const documentsMap: Map&lt;DocumentID, GetDocumentResult&gt; = new Map(JSON.parse(sessionStorage.getItem(this.storageKey)!));
    const document = documentsMap.get(documentId);
    if (document !== undefined) {
      return Promise.resolve(document);
    }
  }

  return requestService.getDocument(requestId, documentId).then(value =&gt; {
    this.setDocument(documentId, value);
    return value;
//  ^^^^^^^^^^^^
  });
}
</code></pre>
<p>Btw, I would recommend to extract the cache lookup and storage (<code>setDocument</code>?) into a separate service, and to have that service keep the <code>documentsMap</code> in memory instead of parsing JSON every time <code>getDocument</code> is called.</p>
",1
65131650,"<p>Did not play around with it, but I'm almost sure that if you view console output of you console where you started nextjs app you will see results there, take a look please. Here is explanation from documentation:</p>
<blockquote>
<p>If you export an async function called getStaticProps from a page, Next.js <strong>will pre-render this page at build time</strong> using the props returned by getStaticProps.</p>
</blockquote>
<p>The key part here will pre-render at build time. So <code>getStaticProps</code> will be called on the server side during server side rendering.</p>
",1
65149333,"<p>FYI, <code>Promise</code> couldn't work with loop that involves callback ie <code>forEach</code>. Alternatively, you could use <code>for of</code></p>
<pre><code>try {
  for (const val of response.data['users']) {
    console.log(&quot;ENTER&quot;);
    var url = 'getDetailUser' + val[&quot;id&quot;];
    var res = await call(url); 
    console.log(&quot;EXIT&quot;)
  }
} catch (error) {
  console.log(error)
}
</code></pre>
",1
65136602,"<p>Your code is valid.</p>
<p><code>undefined</code> is passed as dependencies and it means <code>useEffect</code> runs on every render. So if you want to do some work that shouldn't be run on every render (like adding event listener), you should give a dependency array.</p>
",1
65123475,"<p>Try this one.</p>
<pre class=""lang-js prettyprint-override""><code>setProducts({ ...products, sizes: { ...products.sizes, m: true } });
</code></pre>
",1
65115944,"<p>I'll be honest with you, I can't think of a usecase in which you would need to export/import a simple string array.  Exporting an object (containing an array, perhaps) has a bit more utility.  But the following should work.</p>
<pre class=""lang-js prettyprint-override""><code>// file1.mjs
const myArray = ['data0', 'data1', 'data2'];
export default myArray;
</code></pre>
<pre class=""lang-js prettyprint-override""><code>// file2.mjs
import myArray from './file1.mjs';
console.log('myArray =&gt;', myArray);
</code></pre>
",1
65097120,"<p>As you say, you can't return two response at the same time, I'll solve it having a textarea with the CSV data showing the failing order, with the option to download the text into a file</p>
<p>You can use this Javascript function to download a file from the TextArea</p>
<pre><code>function generateTextFile(textareaElement, filenameWithoutExtension) {
    var textToWrite = textareaElement.val();
    var textFileAsBlob = new Blob([textToWrite], {type:'text/csv'});
    var fileNameToSaveAs = filenameWithoutExtension + &quot;.csv&quot;;

    var downloadLink = document.createElement(&quot;a&quot;);
    downloadLink.download = fileNameToSaveAs;
    downloadLink.innerHTML = &quot;Download File&quot;;
    if (window.webkitURL != null) {
        // Chrome allows the link to be clicked
        // without actually adding it to the DOM.
        downloadLink.href = window.webkitURL.createObjectURL(textFileAsBlob);
    }
    else {
        // Firefox requires the link to be added to the DOM
        // before it can be clicked.
        downloadLink.href = window.URL.createObjectURL(textFileAsBlob);
        downloadLink.onclick = destroyClickedElement;
        downloadLink.style.display = &quot;none&quot;;
        document.body.appendChild(downloadLink);
    }

    downloadLink.click();
}
</code></pre>
",1
65106701,"<p>Yea. Just use <code>import()</code> at your component:</p>
<pre><code>components: {
   my_component: () =&gt; import(path)
}
</code></pre>
",1
65146905,"<p>You can use <code>Array#reduce</code> with an object to store the amount for each price.</p>
<p><div class=""snippet"" data-lang=""js"" data-hide=""false"" data-console=""true"" data-babel=""false"">
<div class=""snippet-code"">
<pre class=""snippet-code-js lang-js prettyprint-override""><code>const example = [
    {price: 25.1, amount: 32},
    {price: 45.2, amount: 45},
    {price: 25.1, amount: 25},
    {price: 44.0, amount: 13},
    {price: 45.2, amount: 23}
]
const res = Object.values(example.reduce((acc,{price,amount})=&gt;
   ((acc[price] = acc[price] || {price, amount: 0}).amount += amount, acc), {}));
console.log(res);</code></pre>
</div>
</div>
</p>
",1
65131363,"<p>Try not to use state value for tracking button disabled status. Please check below.</p>
<pre class=""lang-js prettyprint-override""><code>import React, { useState } from &quot;react&quot;;

export default function App() {
  const data = [&quot;q&quot;, &quot;c&quot;, &quot;s&quot;, &quot;a&quot;];

  const [iterator, setIterator] = useState(0);
  const [curr, setCurr] = useState(data[iterator]);

  const fetchNext = () =&gt; {
    if (iterator === data.length - 1) {
      return;
    }
    setIterator((prev) =&gt; prev + 1);
    setCurr(data[iterator + 1]);
  };

  const fetchPrevious = () =&gt; {
    if (iterator === 0) {
      return;
    }
    setIterator((prev) =&gt; prev - 1);
    setCurr(data[iterator - 1]);
  };

  const nextDisabled = iterator &gt;= data.length - 1;
  const prevDisabled = iterator &lt;= 0;

  return (
    &lt;div&gt;
      &lt;h1&gt;{curr}&lt;/h1&gt;
      &lt;button disabled={nextDisabled} onClick={fetchNext}&gt;
        next
      &lt;/button&gt;
      &lt;button disabled={prevDisabled} onClick={fetchPrevious}&gt;
        previous
      &lt;/button&gt;
    &lt;/div&gt;
  );
}
</code></pre>
",1
65086343,"<p>This can be done using a click counter. Like this:</p>
<pre><code>let btn_click = false;

document.getElementById(&quot;btn&quot;).onclick = function() {
  btn_click = true;
}
</code></pre>
<p>And also, use the value of the variable <code>btn_click</code> in the if condition:</p>
<pre><code>...
if (document.getElementById(&quot;check&quot;).checked || btn_click == true) {
...
</code></pre>
<p><div class=""snippet"" data-lang=""js"" data-hide=""false"" data-console=""true"" data-babel=""false"">
<div class=""snippet-code"">
<pre class=""snippet-code-js lang-js prettyprint-override""><code>let btn_click = false;

document.getElementById(""btn"").onclick = function() {
  btn_click = true;
}

function func1(event) {
  alert(""DIV 1"");
  if (document.getElementById(""check"").checked || btn_click == true) {
    event.stopPropagation();
  }
}

function func2() {
  alert(""DIV 2"");
}</code></pre>
<pre class=""snippet-code-css lang-css prettyprint-override""><code>div {
  padding: 50px;
  background-color: rgba(255, 0, 0, 0.2);
  text-align: center;
  cursor: pointer;
}</code></pre>
<pre class=""snippet-code-html lang-html prettyprint-override""><code>&lt;h1&gt;The stopPropagation() Method&lt;/h1&gt;

&lt;p&gt;Click DIV 1:&lt;/p&gt;
&lt;div onclick=""func2()""&gt;DIV 2
  &lt;div onclick=""func1(event)""&gt;DIV 1&lt;/div&gt;
&lt;/div&gt;
&lt;input type=""checkbox"" id=""check""&gt; &lt;br&gt;&lt;br&gt;
&lt;button id=""btn""&gt;Stop propagation&lt;/button&gt;</code></pre>
</div>
</div>
</p>
",1
65127278,"<p>There is only one element that has the class name <code>card-body</code>.
So you should indicate <code>document.querySelectorAll(&quot;.card-body&quot;)[0]</code></p>
<p><div class=""snippet"" data-lang=""js"" data-hide=""false"" data-console=""true"" data-babel=""false"">
<div class=""snippet-code"">
<pre class=""snippet-code-js lang-js prettyprint-override""><code>const cardBody = document.querySelectorAll("".card-body"")[0];

const title = document.querySelector(""#tasks-title"");

cardBody.addEventListener(""mouseenter"", run);
cardBody.addEventListener(""mouseleave"", run);

function run(e) {
  console.log(e.type);
}</code></pre>
<pre class=""snippet-code-html lang-html prettyprint-override""><code>&lt;div class=""card-body""&gt;
  &lt;hr&gt;
  &lt;h5 class=""card-title"" id=""tasks-title""&gt;Todo's&lt;/h5&gt;
  &lt;div class=""form-row""&gt;
    &lt;div class=""form-group col-md-6""&gt;
      &lt;input class=""form-control"" type=""text"" name=""filter"" id=""filter"" placeholder=""Search A Todo""&gt;
    &lt;/div&gt;
  &lt;/div&gt;
&lt;div&gt;</code></pre>
</div>
</div>
</p>
",1
65150385,"<p>Your code works well, but the problem is with rule <code>display: block</code>, which is in the <code>media query</code>. in the <code>table.vypis tr</code> selector. This rule overrides another block hiding rule. You need to remove <code>display: block</code> out of <code>table.vypis tr</code>.</p>
<pre><code>@media screen and (max-width: 800px) {

...
table.vypis tr {
    border-bottom: 3px solid #ddd;
    display: block;
    margin-bottom: .625em;
}
...

}
</code></pre>
<p>Or a second solution:</p>
<p>Add! <code>!important</code> to rule <code>display: none</code>, selector <code>tbody tr.hidden</code>. It should look like this:</p>
<pre><code>tbody tr.hidden {
 display: none!important;
}
</code></pre>
<p><strong>I advise you to use the second solution!</strong></p>
",1
65088912,"<p>The map was in fact a reference of the <code>creatureMap</code> from <code>unit test</code> script. Modifying the map inside your class will modify the <code>creatureMap</code> in <code>unit test</code>. You can try to create a new Map and copy over all values:</p>
<pre class=""lang-js prettyprint-override""><code>// Start class CreateTurnQueue
initQueue(list = {}) {
   
   const newMap = new Map();
   
   // Both Object and Map has entries method although the order is different
   const iterator = list.entries();
   
   for(const item of iterator) {
      const [point, creature] = item;
      newMap.set(point, creature);
      this.creatureArray.push(creature);
   }
   this.creatureMap = newMap;
   
}
// End class CreateTurnQueue
</code></pre>
<p>Now you don't have a reference to the <code>creatureMap</code> from the <code>unit test</code> script and modify <code>this.creatureMap</code> will not affect the one you passed to the <code>initQueue</code> method as argument.</p>
",1
65136635,"<p>You can use <code>filter</code> function to remove empty strings from array.</p>
<p><div class=""snippet"" data-lang=""js"" data-hide=""false"" data-console=""true"" data-babel=""true"">
<div class=""snippet-code"">
<pre class=""snippet-code-js lang-js prettyprint-override""><code>const tags = 'hola, hello, hola hello, , hola,';
const res = tags
  .split(',')
  .map((tag) =&gt; tag.trim())
  .filter((tag) =&gt; tag.length !== 0);
console.log(res);</code></pre>
</div>
</div>
</p>
<p>If you want to replace all spaces from the string item of the array, you can do it as below.</p>
<p><div class=""snippet"" data-lang=""js"" data-hide=""false"" data-console=""true"" data-babel=""true"">
<div class=""snippet-code"">
<pre class=""snippet-code-js lang-js prettyprint-override""><code>const tags = 'h o la, hello, hola hello, , hola,';
const res = tags
  .split(',')
  .map((tag) =&gt; tag.trim().replace(/[\s]+/g, '-').toLowerCase())
  .filter((tag) =&gt; tag.length !== 0);
console.log(res);</code></pre>
</div>
</div>
</p>
",1
65096357,"<h1>Payload is using common entities</h1>
<p>Simply put, the Apollo client's cache keeps everything that's received from queries and mutations, though the schema needs to include <code>id: ID!</code> fields and any query needs to use both the <code>id</code> and <code>__typename</code> fields on relevant nodes for the client to know which part of the cache to update.</p>
<p>This assumes that the mutation payload is common data from the schema that can be retrieved through a normal query. This is the best case scenario.</p>
<p>Given the following schema on the server:</p>
<pre><code>type User {
  id: ID!
  phoneNumber: String!
}

type Query {
  user(id: String!): User!
}

type UpdateUserPayload {
  user: User!
}

type Mutation {
  updateUser(id: String!, phoneNumber: String!): UpdateUserPayload!
}
</code></pre>
<p>And assuming a <a href=""https://www.apollographql.com/docs/react/caching/cache-configuration/"" rel=""nofollow noreferrer"">cache is used on the client</a>:</p>
<pre><code>import { InMemoryCache, ApolloClient } from '@apollo/client';

const client = new ApolloClient({
  // ...other arguments...
  cache: new InMemoryCache(options)
});
</code></pre>
<blockquote>
<ol>
<li><p>The cache <a href=""https://www.apollographql.com/docs/react/caching/cache-configuration/#generating-unique-identifiers"" rel=""nofollow noreferrer"">generates a unique ID</a> for every identifiable object included in the response.</p>
</li>
<li><p>The cache stores the objects by ID in a flat lookup table.</p>
</li>
<li><p>Whenever an incoming object is stored with the same ID as an <em>existing</em> object, the fields of those objects are <em>merged</em>.</p>
<ul>
<li>If the incoming object and the existing object share any fields, the incoming object <em>overwrites</em> the cached values for those fields.</li>
<li>Fields that appear in <em>only</em> the existing object or <em>only</em> the incoming object are preserved.</li>
</ul>
</li>
</ol>
<p>Normalization constructs a partial copy of your data graph on your
client, in a format that's optimized for reading and updating the
graph as your application changes state.</p>
</blockquote>
<p>The client's mutation should be</p>
<pre><code>mutation UpdateUserPhone($phoneNumber: String!, $id: String!) {
  updateUser(id: $id, phoneNumber: $phoneNumber) {
    user {
      __typename  # Added by default by the Apollo client
      id          # Required to identify the user in the cache
      phoneNumber # Field that'll be updated in the cache
    }
  }
}
</code></pre>
<p>Then, any component using this user <em>through the same Apollo client</em> in the app will be up to date automatically. There's nothing special to do, the client will use the cache by default and trigger renders whenever the data changes.</p>
<pre class=""lang-js prettyprint-override""><code>import { gql, useQuery } from '@apollo/client';

const USER_QUERY = gql`
  query GetUser($id: String!) {
    user(id: $id) {
      __typename
      id
      phoneNumber
    }
  }
`;

const UserComponent = ({ userId }) =&gt; {
  const { loading, error, data } = useQuery(USER_QUERY, {
    variables: { id: userId },
  });

  if (loading) return null;
  if (error) return `Error! ${error}`;

  return &lt;div&gt;{data.user.phoneNumber}&lt;/div&gt;;
}
</code></pre>
<p>The <a href=""https://www.apollographql.com/docs/react/data/queries/#setting-a-fetch-policy"" rel=""nofollow noreferrer""><code>fetchPolicy</code> option</a> defaults to <code>cache-first</code>.</p>
<hr />
<h1>The payload is custom data specific to the mutation</h1>
<p>If the data is in fact not available elsewhere in the schema, it won't be possible to use the Apollo cache automatically as explained above.</p>
<h2>Use another state management solution</h2>
<p>A couple options:</p>
<ul>
<li>local storage</li>
<li><a href=""https://reactjs.org/docs/hooks-reference.html#usecontext"" rel=""nofollow noreferrer"">React's context API</a></li>
<li>etc.</li>
</ul>
<p>Here's an <a href=""https://www.apollographql.com/docs/tutorial/mutations/#persist-the-users-token-and-id"" rel=""nofollow noreferrer"">example from the Apollo GraphQL documentation</a> using the <code>localStorage</code>:</p>
<pre class=""lang-js prettyprint-override""><code>const [login, { loading, error }] = useMutation(LOGIN_USER, {
  onCompleted({ login }) {
    localStorage.setItem('token', login.token);
    localStorage.setItem('userId', login.id);
  }
});
</code></pre>
<h2><a href=""https://www.apollographql.com/docs/tutorial/local-state/#define-a-client-side-schema"" rel=""nofollow noreferrer"">Define a client-side schema</a></h2>
<p>This is a pure Apollo GraphQL solution since the client is also a state management library, which <em>enables useful developer tooling and helps reason about the data.</em></p>
<ol>
<li><p>Create a local schema.</p>
<pre><code>// schema.js
export const typeDefs = gql`
  type DataToKeep {
    # anything here
  }

  extend type Query {
    dataToKeep: DataToKeep # probably nullable?
  }
`;
</code></pre>
</li>
<li><p>Initialize a custom cache</p>
<pre><code>// cache.js
export const dataToKeepVar = makeVar(null);

export const cache = new InMemoryCache({
  typePolicies: {
    Query: {
      fields: {
        dataToKeep: {
          read() {
            return dataToKeepVar();
          } 
        },
      }
    }
  }
});
</code></pre>
</li>
<li><p>Apply the schema override at the client's initialization</p>
<pre><code>import { InMemoryCache, Reference, makeVar } from '@apollo/client';
import { cache } from './cache';
import { typeDefs } from './schema';

const client = new ApolloClient({
  cache,
  typeDefs,
  // other options like, headers, uri, etc.
});
</code></pre>
</li>
<li><p>Keep track of the changes in the mutation:</p>
<pre><code>const [myMutation, { data, errors, loading }] = useMutation(MY_MUTATION, {
  onCompleted({ myMutation }) {
    if (myMutation &amp;&amp; myMutation.dataToKeep)
      dataToKeepVar(myMutation.dataToKeep);
  }
});
</code></pre>
</li>
<li><p>Then, query the <code>@client</code> field.</p>
<pre><code>import { gql, useQuery } from '@apollo/client';

const DATA_QUERY = gql`
  query dataToKeep {
    dataToKeep @client {
      # anything here
    }
  }
`;

const AnyComponent = ({ userId }) =&gt; {
  const { loading, error, data } = useQuery(DATA_QUERY);

  if (loading) return null;
  if (error) return `Error! ${error}`;

  return &lt;div&gt;{JSON.stringify(data.dataToKeep)}&lt;/div&gt;;
}
</code></pre>
</li>
</ol>
<p>See also the documentation on <a href=""https://www.apollographql.com/docs/react/local-state/local-state-management/"" rel=""nofollow noreferrer"">managing local state</a>.</p>
",1
65156880,"<p>you can change here as <code>$(this).parents('.add-links').find('a.ajax_add_to_cart')</code>..</p>
<p><div class=""snippet"" data-lang=""js"" data-hide=""false"" data-console=""true"" data-babel=""false"">
<div class=""snippet-code"">
<pre class=""snippet-code-js lang-js prettyprint-override""><code>jQuery(function($){
    
    $('.plus').on('click', function(e) {
        var val = parseInt($(this).prev('input').val());
        $(this).prev('input').val(val + 1).change();
    });
    
    $('.minus').on('click', function(e) {
        var val = parseInt($(this).next('input').val());
        if (val !== 0) {
            $(this).next('input').val(val - 1).change();
        }
    });
    
    $('.add-links').on('change', '.qty', function(event) {
        
        $(this).parents('.add-links').find('a.ajax_add_to_cart').attr('data-quantity',  + $(this).val());
    });
    
    $('.qty').change();
    
});</code></pre>
<pre class=""snippet-code-html lang-html prettyprint-override""><code>&lt;script src=""https://cdnjs.cloudflare.com/ajax/libs/jquery/3.3.1/jquery.min.js""&gt;&lt;/script&gt;
&lt;div class=""add-links clearfix""&gt;
    &lt;div class=""quantity buttons_added""&gt;
        &lt;button type=""button"" value=""-"" class=""minus""&gt;-&lt;/button&gt;
        &lt;input type=""number"" class=""input-text qty text"" step=""1"" min=""1"" max="""" name=""quantity"" value=""1"" size=""4"" inputmode=""numeric""&gt;
        &lt;button type=""button"" value=""+"" class=""plus""&gt;+&lt;/button&gt;
    &lt;/div&gt;
    &lt;a href=""#"" data-quantity=""1"" class=""button product_type_simple add_to_cart_button ajax_add_to_cart""&gt;Add to cart&lt;/a&gt;
&lt;/div&gt;

&lt;div class=""add-links clearfix""&gt;
    &lt;div class=""quantity buttons_added""&gt;
        &lt;button type=""button"" value=""-"" class=""minus""&gt;-&lt;/button&gt;
        &lt;input type=""number"" class=""input-text qty text"" step=""1"" min=""1"" max="""" name=""quantity"" value=""1"" size=""4"" inputmode=""numeric""&gt;
        &lt;button type=""button"" value=""+"" class=""plus""&gt;+&lt;/button&gt;
    &lt;/div&gt;
    &lt;a href=""#"" data-quantity=""1"" class=""button product_type_simple add_to_cart_button ajax_add_to_cart""&gt;Add to cart&lt;/a&gt;
&lt;/div&gt;

&lt;div class=""add-links clearfix""&gt;
    &lt;div class=""quantity buttons_added""&gt;
        &lt;button type=""button"" value=""-"" class=""minus""&gt;-&lt;/button&gt;
        &lt;input type=""number"" class=""input-text qty text"" step=""1"" min=""1"" max="""" name=""quantity"" value=""1"" size=""4"" inputmode=""numeric""&gt;
        &lt;button type=""button"" value=""+"" class=""plus""&gt;+&lt;/button&gt;
    &lt;/div&gt;
    &lt;a href=""#"" data-quantity=""1"" class=""button product_type_simple add_to_cart_button ajax_add_to_cart""&gt;Add to cart&lt;/a&gt;
&lt;/div&gt;</code></pre>
</div>
</div>
</p>
",1
65149920,"<p>The following can be used in the Search &amp; Replace tool, not in the Find/Replace in Files feature (opened with <kbd>Ctrl+Shift+F</kbd>) because the latter uses another, old regex engine and the former uses the modern ECMAScript 2018+ compliant engine as in most major JavaScript environments:</p>
<ol>
<li>Insert an underscore between each lower- and uppercase letter in a non-whitespace streak of text after a <code>US.TL.PACKAGES:</code> string:</li>
</ol>
<pre class=""lang-js prettyprint-override""><code>(?&lt;=\bUS\.TL\.PACKAGES:\S*?[a-z])(?=[A-Z])
</code></pre>
<p>Replace with a mere <code>_</code>. <em>Make sure the <code>Aa</code> option is checked</em> as matching must be case sensitive:</p>
<p><a href=""https://i.stack.imgur.com/YCt54.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/YCt54.png"" alt=""enter image description here"" /></a></p>
<ol start=""2"">
<li>Make all streaks of letters in a non-whitespace streak of text after a <code>US.TL.PACKAGES:</code> string uppercase:</li>
</ol>
<pre class=""lang-js prettyprint-override""><code>(?&lt;=\bUS\.TL\.PACKAGES:\S*?)[A-Za-z]+
</code></pre>
<p>Replace with <code>\U$0</code>.</p>
<p><a href=""https://i.stack.imgur.com/ZVhXt.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/ZVhXt.png"" alt=""enter image description here"" /></a></p>
<p>and the result is</p>
<p><a href=""https://i.stack.imgur.com/N7p59.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/N7p59.png"" alt=""enter image description here"" /></a></p>
",1
65157076,"<p>Your dropdown needs a <code>v-model=&quot;selected&quot;</code> binding to communicate the selected image to the parent:</p>
<pre class=""lang-html prettyprint-override""><code>&lt;ejs-dropdownlist v-model=&quot;selected&quot;&gt;&lt;/ejs-dropdownlist&gt; 
</code></pre>
<pre class=""lang-js prettyprint-override""><code>data() {
  return {
    selected: null, // Used by the dropdown
    images: [...]
  }
}
</code></pre>
<p>A <code>v-for</code> would cause the template to loop through all images so you don't want that.  Remove that and use the <code>selected</code> image for the correct src:</p>
<pre class=""lang-html prettyprint-override""><code>&lt;img v-if=&quot;selected&quot; :src=&quot;require('@/assets/pics/' + selected.url)&quot;&gt;
</code></pre>
<p>Another issue will be that your image objects should have only the name of the image, as the <code>assets</code> path is hardcoded into the <code>src</code> binding:</p>
<pre class=""lang-js prettyprint-override""><code>{
   ...
   url: &quot;samplename.png&quot;
}
</code></pre>
",1
65099649,"<p>There could be multiple reasons:</p>
<ol>
<li>The user has blocked his DM globally / on this specific server</li>
<li>The user and the bot aren't sharing a server</li>
<li>The user blocked the bot</li>
</ol>
<p>To avoid this problem you can add a <code>try{} catch{}</code> block</p>
",1
65091932,"<p>In your app deployment settings, add a repository to link your app with it :</p>
<p><a href=""https://i.stack.imgur.com/KWgGb.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/KWgGb.png"" alt=""enter image description here"" /></a></p>
<p>After that you can enable the automatic deploy on a specific branch and each push or deploy manually a branch.</p>
<p><a href=""https://i.stack.imgur.com/AQTpq.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/AQTpq.png"" alt=""enter image description here"" /></a></p>
",1
65114987,"<p>The canvas rendering context has a property called <strong>globalCompositeOperation</strong> which let's you select a blending mode for drawing shapes.</p>
<p>In your particular case the <strong>xor</strong> mode would be exact what you're looking for as it makes pixels transparent where shapes overlap - as e.g. text on a solid background.</p>
<p>Here's an example:</p>
<p><div class=""snippet"" data-lang=""js"" data-hide=""false"" data-console=""true"" data-babel=""false"">
<div class=""snippet-code"">
<pre class=""snippet-code-js lang-js prettyprint-override""><code>const canvas = document.getElementById('canvas');
const ctx = canvas.getContext('2d');
let text = ""I'm transparent"";


ctx.fillStyle = 'red';
ctx.fillRect(0, 0, canvas.width, canvas.height);
ctx.globalCompositeOperation = 'xor';
ctx.font = '50px Arial';
ctx.fillText(text, canvas.width / 2 - ctx.measureText(text).width / 2, canvas.height / 2);</code></pre>
<pre class=""snippet-code-html lang-html prettyprint-override""><code>&lt;img src=""https://picsum.photos/id/76/400/300"" style=""position: absolute;""&gt;
&lt;canvas id=""canvas"" style=""position: absolute;"" width=""400"" height=""300""&gt;&lt;/canvas&gt;</code></pre>
</div>
</div>
</p>
",1
